Energy Grid,Fitness_1,Fitness_2,Fitness_3
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 19, 21, 24, 70, 75, 78, 82, 87, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 123, 138, 167)",0.02966722919074083,0.0019355371881593086,0.04411323240276099
"(1, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 70, 72, 73, 74, 87, 88, 89, 94, 95, 97, 102, 103, 108, 110, 138, 176)",0.059119706406025596,0.001505855038213988,0.014780594147144277
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 19, 21, 24, 30, 75, 78, 83, 87, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 125, 138, 167)",0.02961475032898153,0.0016575869506127994,0.08704468782720531
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 19, 21, 24, 31, 71, 74, 78, 83, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 122, 138, 171)",0.030327065396378305,0.0017381104537513847,0.03697696034947506
"(1, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 31, 71, 73, 76, 77, 88, 89, 91, 94, 95, 97, 102, 108, 110, 138, 167)",0.045185955506544584,0.0008826467955294071,0.042792946248678354
"(1, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 31, 71, 73, 76, 78, 83, 88, 89, 91, 94, 95, 97, 108, 110, 138, 167)",0.0414104288716185,0.0010244271921729942,0.046443589413000974
"(1, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 23, 24, 31, 71, 73, 78, 87, 88, 89, 94, 95, 97, 102, 103, 108, 110, 138)",0.05729904560787935,0.000989547712567318,0.02389100726830451
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 31, 71, 73, 78, 87, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 138, 171)",0.037785174032009095,0.001439716678085734,0.0230242514432607
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 31, 70, 76, 78, 82, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 125, 138)",0.035425322442943386,0.0012712172918468712,0.0561700474346436
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 31, 71, 72, 73, 76, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 122, 138)",0.04185382543266103,0.001405029608158026,0.021619188974243864
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 70, 76, 77, 78, 82, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 138, 167)",0.03379725513128018,0.0014633247219220102,0.056356194814367266
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 19, 21, 24, 30, 76, 78, 83, 87, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 124, 138, 167)",0.02932443809402896,0.0015453738962685204,0.0872964560575058
"(3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 24, 31, 70, 72, 73, 87, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 138, 167)",0.044287811124971155,0.0014540608658530907,0.016898245039167925
"(1, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 21, 23, 24, 31, 71, 78, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 124, 138)",0.039325736353555074,0.000990224515108662,0.07015664482576411
"(3, 6, 7, 9, 10, 12, 13, 14, 17, 19, 23, 28, 70, 72, 73, 78, 83, 87, 88, 89, 91, 94, 95, 97, 102, 103, 108, 110, 114, 122, 138, 167)",0.027157387017316847,0.003957197957228709,0.015434799170071734
