Energy Grid,Fitness_1,Fitness_2,N_Groups
"(6, 9, 78, 83, 88, 89, 91, 94, 97, 102, 103, 108, 110, 125, 166)",0.03480220379889787,0.5216317151242205,15.0
"(6, 7, 9, 13, 23, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091899732523797,0.0391257947467869,14.0
"(3, 6, 7, 9, 10, 12, 13, 14, 17, 19, 23, 88, 89, 124)",0.16226513285579058,0.004725341377080472,14.0
"(6, 9, 19, 78, 88, 89, 91, 94, 95, 97, 108, 110, 124, 166)",0.045183477170623654,0.11213814194079597,14.0
"(3, 6, 7, 9, 13, 19, 23, 78, 88, 89, 91, 94, 97, 124)",0.07835478003809893,0.017834201076039946,14.0
"(6, 9, 30, 78, 82, 88, 89, 91, 94, 97, 108, 110, 122, 166)",0.04149788435929491,0.270161026279955,14.0
"(3, 6, 7, 9, 13, 14, 19, 26, 78, 88, 89, 94, 97, 122)",0.09356892294502561,0.014604925374923972,14.0
"(6, 9, 13, 21, 46, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091843184131073,0.056059729933636504,14.0
"(6, 9, 27, 78, 82, 88, 89, 91, 94, 97, 108, 110, 122, 166)",0.041497936867271656,0.2268020067898292,14.0
"(6, 9, 13, 27, 78, 88, 89, 91, 94, 97, 108, 110, 122, 166)",0.04569583062555793,0.0865311931133016,14.0
"(6, 7, 9, 13, 19, 25, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474389239907496,0.027258132982314498,14.0
"(6, 9, 13, 24, 78, 88, 89, 91, 94, 97, 108, 110, 122, 166)",0.04569587750463111,0.06847310355565184,14.0
"(6, 9, 19, 35, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091877776419884,0.10761252693214651,13.0
"(6, 9, 45, 78, 88, 89, 91, 94, 97, 108, 110, 122, 166)",0.045695370358417975,0.40572413125332374,13.0
"(6, 9, 21, 78, 88, 89, 91, 94, 97, 108, 110, 124, 167)",0.04633399686147344,0.12711284702990266,13.0
"(3, 6, 7, 9, 13, 19, 23, 88, 89, 91, 94, 97, 124)",0.09931185559370492,0.017843456634156096,13.0
"(6, 9, 22, 78, 88, 89, 91, 94, 97, 108, 110, 122, 166)",0.0456959059669263,0.14054869734673148,13.0
"(3, 6, 7, 9, 13, 14, 19, 26, 88, 89, 94, 97, 124)",0.11558307201126294,0.014612248975615083,13.0
"(6, 9, 13, 23, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091899732523797,0.0631392258633181,13.0
"(6, 9, 31, 78, 88, 89, 91, 94, 97, 108, 110, 122, 166)",0.04569575881081245,0.28257136520355064,13.0
"(6, 7, 9, 13, 21, 77, 88, 89, 91, 94, 97, 122, 138)",0.06784577455183194,0.03283186568602614,13.0
"(6, 9, 13, 27, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091893561853533,0.08653933327931973,13.0
"(7, 9, 13, 21, 78, 88, 89, 91, 94, 97, 109, 110, 133)",0.06167192012600142,0.05609661323414483,13.0
"(3, 6, 7, 9, 10, 13, 14, 17, 19, 23, 89, 91, 124)",0.32978305762623983,0.006736005027380032,13.0
"(6, 9, 78, 88, 89, 91, 94, 95, 97, 108, 110, 124, 166)",0.04518358282500268,0.5216013042251604,13.0
"(6, 7, 9, 13, 19, 23, 78, 88, 89, 91, 94, 97, 124)",0.07835478003809893,0.025400268685809912,13.0
"(3, 6, 7, 9, 10, 13, 14, 19, 23, 87, 89, 122)",0.2165536863181664,0.008963374901177601,12.0
"(6, 7, 9, 13, 21, 76, 88, 89, 91, 94, 97, 124)",0.08190786897168978,0.0328177834522434,12.0
"(6, 9, 31, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091886340856988,0.2825817297303631,12.0
"(6, 9, 13, 31, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474378663079283,0.1030220229925286,12.0
"(3, 6, 7, 9, 13, 21, 76, 88, 89, 94, 97, 124)",0.0980573509312147,0.02522467773012982,12.0
"(6, 9, 13, 19, 30, 78, 88, 89, 91, 94, 97, 122)",0.07749794150493461,0.0542793110836397,12.0
"(6, 9, 20, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091903801974673,0.12050021902369024,12.0
"(6, 9, 13, 19, 78, 88, 89, 91, 94, 97, 124, 167)",0.06669218767954443,0.06061505205144768,12.0
"(6, 7, 9, 13, 21, 66, 88, 89, 91, 94, 97, 124)",0.09156879054148781,0.0328099592209683,12.0
"(3, 6, 7, 9, 10, 13, 14, 17, 19, 23, 89, 124)",0.3470865872004515,0.006762811425763848,12.0
"(6, 7, 9, 13, 23, 78, 88, 89, 91, 94, 97, 122)",0.07749805954659339,0.03913451839905957,12.0
"(5, 6, 7, 9, 13, 19, 23, 88, 89, 94, 97, 122)",0.11488620319822795,0.022385112564995646,12.0
"(6, 9, 13, 26, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474387646603164,0.08218862127450388,12.0
"(6, 9, 23, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091899732523797,0.1556836490175011,12.0
"(6, 9, 13, 23, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474392252701222,0.06313437381006215,12.0
"(3, 6, 7, 9, 13, 19, 23, 80, 88, 89, 97, 124)",0.12697320987803484,0.017877169150553374,12.0
"(6, 9, 25, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091896763616377,0.1930984203695062,12.0
"(6, 9, 27, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.05091893561853533,0.22681205086812684,12.0
"(6, 9, 34, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.050918800635138095,0.3167834229777141,12.0
"(6, 9, 13, 21, 76, 88, 89, 91, 94, 97, 122, 166)",0.06824510732293876,0.05667307908196706,12.0
"(3, 6, 7, 9, 13, 21, 76, 88, 89, 97, 124)",0.11949241682109368,0.025240434974440396,11.0
"(6, 9, 27, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474385990816378,0.22680617171175388,11.0
"(3, 6, 7, 9, 13, 19, 23, 88, 89, 97, 122)",0.1367390341761131,0.017904924714980064,11.0
"(6, 7, 9, 13, 23, 78, 88, 89, 94, 97, 124)",0.09444089500920172,0.03914963162017415,11.0
"(6, 9, 34, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474372292944641,0.3167767696145489,11.0
"(6, 9, 66, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474106163263671,0.49496230930170426,11.0
"(6, 9, 24, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474390774200611,0.1728472833499789,11.0
"(6, 9, 31, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474378663079283,0.2825753935520754,11.0
"(3, 6, 7, 9, 13, 14, 19, 23, 88, 89, 124)",0.16226513285579058,0.011668788157155552,11.0
